,Address,Company Name,County,Credit Score Alpha,Employee_Change,Estimated Labor Cost,Google_Reviews,Google_Scores,Grocery_within_Zip,NAICS,target,Sales_Change,Sales_per_employee,Square Footage,Supermarket_within_5_miles,county_personal_income,county_population
634,501 Harrison Ave,Santos Food Market,Hudson,C+,-0.25,97177.64201,23.0,4.0,30,44511003,1,2.1889400919999997,230500,"1,500 - 2,499",16,65296.05455,685991.5091
635,595 River Rd,Santouka,Bergen,B,0.0,541584.7157,312.0,4.5,21,72251117,1,0.0,63200,"1 - 1,499",54,85629.45455,942512.0545
636,531 S Broad St,Selecto Supermarket,Mercer,B+,0.0,374905.2094,200.0,4.1,78,44511003,1,0.0,234500,"5,000 - 9,999",8,69383.27273,370297.8364
637,600 Rosemont Ringoes Rd,Sergeantsville General Store,Hunterdon,B,0.0,135917.6953,19.0,3.8,2,44511003,1,0.0,224667,"1 - 1,499",0,89151.38182000001,123816.5273
638,131 Monticello Ave # A,Shajanzeb Grocery & Deli,Hudson,C+,0.0,97177.64201,1.0,5.0,118,44511003,1,0.0,230500,"1,500 - 2,499",32,65296.05455,685991.5091
639,250 Cedarbridge Ave,Shapiro's Bakery Wholesalers,Ocean,B,0.0,161146.9236,3.0,3.7,84,31181102,1,0.0,46250,"1,500 - 2,499",10,52010.14545,600689.8727
640,13 Roadstown Shiloh Rd,Shiloh Market,Cumberland,B+,0.0,305899.3377,162.0,4.3,3,44511003,1,0.0,238625,"1,500 - 2,499",2,40115.8,151919.2
641,337 Essex St,Simple Simon's Super Deli,Bergen,C+,0.0,108316.9431,71.0,4.4,79,44511003,1,0.0,252500,"1,500 - 2,499",23,85629.45455,942512.0545
642,624 N White Horse Pike,Soitis African Market,Camden,C+,0.0,81897.89896,163.0,4.6,9,44511003,1,0.0,221500,"1,500 - 2,499",20,54218.50909,505016.4182
643,443 Zion Rd,South End III,Atlantic,C+,0.0,74427.48599,200.0,4.3,40,44511003,1,0.0,264500,"1,500 - 2,499",9,48563.56364,266207.8
644,3190 John F Kennedy Blvd # 3,Sparrowhill Market-Liquor Str,Hudson,C+,0.0,97177.64201,29.0,4.1,200,44511003,1,0.0,230500,"1 - 1,499",39,65296.05455,685991.5091
645,715 Somerdale Rd,Speedy Mart,Camden,C+,0.0,81897.89896,14.0,4.7,39,44512001,1,0.0,221500,"1,500 - 2,499",19,54218.50909,505016.4182
646,59 State Rd,Speedy Mart,Mercer,C+,0.0,74981.04187999999,5.0,3.4,35,44512001,1,0.0,234500,"1 - 1,499",7,69383.27273,370297.8364
647,533 Northfield Ave,St Cloud Deli Mkt,Essex,B,0.0,105136.6182,38.0,4.3,52,44511003,1,0.0,242667,"1,500 - 2,499",11,67268.47273,799220.5636
648,42 N Main St,Steve's Food Store,Hunterdon,C+,0.0,90611.79685,15.0,2.1,36,44512001,1,0.0,225000,"1 - 1,499",4,89151.38182000001,123816.5273
649,601 Central Ave,Steve's Market,Essex,C,0.0,35045.53939,22.0,4.1,92,44511003,1,0.0,243000,"1 - 1,499",15,67268.47273,799220.5636
650,135 Old York Rd,Subh Foods Inc,Somerset,B,0.0,199378.0399,20.0,4.4,31,44511003,0,0.0,229250,"1 - 1,499",9,104293.2182,333893.1455
651,550 Stelton Rd,Subhlaxmi,Middlesex,B,0.0,163894.6828,294.0,3.8,41,44511003,1,0.0,229000,"1,500 - 2,499",17,61266.49091,835785.1818
652,506 Jersey Ave,Subia's Vegan Cafe,Hudson,B,0.0,194355.28399999999,237.0,4.3,73,44511003,1,0.0,230500,"1 - 1,499",48,65296.05455,685991.5091
653,944 Summit Ave # 1,Summit Food Mart LLC,Hudson,C+,0.0,97177.64201,6.0,5.0,110,44511003,1,0.0,230500,"1 - 1,499",49,65296.05455,685991.5091
654,700 Warren St,Sunny Food Mart,Burlington,C+,0.0,95492.08902999999,2.0,5.0,12,44511003,1,0.0,236500,"1 - 1,499",17,62081.527270000006,445855.6545
655,301 Port Reading Ave # 3,Sunny Mart Food Store,Middlesex,C+,0.0,81947.3414,2.0,4.0,7,44512001,1,0.0,229000,"1,500 - 2,499",19,61266.49091,835785.1818
656,6905 Bergenline Ave,Sunrise,Hudson,C+,0.0,48588.82101,6.0,4.3,149,44511003,1,0.0,231000,"1 - 1,499",59,65296.05455,685991.5091
657,30 Market St,Sunrise Creek,Somerset,C+,0.0,99689.01995,25.0,4.9,81,44511003,1,-0.7320261440000001,229500,"1,500 - 2,499",10,104293.2182,333893.1455
658,983 State Route 12,Sunset Food Market,Hunterdon,B,0.0,181223.5937,4.0,2.5,6,44512001,1,0.0,224750,"1 - 1,499",0,89151.38182000001,123816.5273
659,543 Shaler Blvd,Super Food Marketplace,Bergen,C+,0.0,162475.4147,47.0,4.1,19,44511003,1,0.0,252667,"1 - 1,499",48,85629.45455,942512.0545
660,323 Palisade Ave,Supremo Food Market,Hudson,B+,0.0,194355.28399999999,722.0,4.1,110,42344057,1,0.0,1199500,"1,500 - 2,499",49,65296.05455,685991.5091
661,151 Corbin St,Swift Fuel,Essex,C+,0.0,70091.07877000001,2.0,5.0,38,44719005,1,0.0,1210500,"1 - 1,499",22,67268.47273,799220.5636
662,10 Burnt Mill Rd,T-A Ashland Food Market,Camden,C+,0.0,40948.94948,33.0,4.1,20,44511003,1,0.0,222000,"1 - 1,499",21,54218.50909,505016.4182
663,75 Broadway,Taveras Deli Grocery,Essex,C+,0.0,70091.07877000001,4.0,3.0,158,44511003,1,0.0,243000,"1,500 - 2,499",17,67268.47273,799220.5636
664,21 Grove St # 4,Ted's Deli & Market,Hudson,C+,0.0,97177.64201,24.0,4.8,47,44511003,1,0.0,230500,"1,500 - 2,499",20,65296.05455,685991.5091
665,87 Railroad Ave,Tims Westview Svc Station,Bergen,B,0.0,162475.4147,17.0,4.4,18,44719005,1,0.0,1297667,"1 - 1,499",29,85629.45455,942512.0545
666,863 E Jersey St,Torres Market,Union,C+,0.0,73712.72352999999,2.0,5.0,122,44511003,0,0.0,240500,"1,500 - 2,499",25,68219.0,562057.7636
667,21 Roebling Ave,Torres Y Rodriguez Deli,Mercer,C+,0.0,112471.5628,31.0,4.6,78,44511003,1,0.0,234667,"1 - 1,499",8,69383.27273,370297.8364
668,214 State St,Tracy Grocery Multiservices,Bergen,C+,0.0,108316.9431,5.0,4.4,79,44511003,1,0.0,252500,"2,500 - 4,999",23,85629.45455,942512.0545
669,101 Anderson St,TU Pais Supermarket,Mercer,C+,0.0,74981.04187999999,21.0,3.4,78,44511003,1,0.0,234500,"1 - 1,499",8,69383.27273,370297.8364
670,373 Union Ave,Union Avenue Supermarket,Passaic,C+,0.0,119493.9971,23.0,3.5,42,44511003,1,0.0,207667,"1,500 - 2,499",17,51091.4,506323.1818
671,2408 Bergenline Ave,Union City Poultry Market,Hudson,C+,0.0,97177.64201,44.0,4.0,210,44511003,1,0.0,230500,"1,500 - 2,499",55,65296.05455,685991.5091
672,2101 Federal St,Universal Supermarket,Camden,C,0.0,81897.89896,276.0,4.0,69,44511003,1,0.0,221500,"1,500 - 2,499",29,54218.50909,505016.4182
673,2101 S 9th St,Urena Mini Market,Camden,C+,0.0,122846.8484,4.0,3.8,59,44512001,1,0.0,221667,"1,500 - 2,499",29,54218.50909,505016.4182
674,868 N 27th St,Urenas Food Market,Camden,C+,0.0,81897.89896,5.0,4.0,69,44511003,1,0.0,221500,"1 - 1,499",29,54218.50909,505016.4182
675,230 Main Ave,Urvesh Grocery Inc,Passaic,C+,0.0,79662.6647,1.0,5.0,250,44511003,0,0.0,208000,"1 - 1,499",29,51091.4,506323.1818
676,113 Main Ave,V R Supermarket,Passaic,C+,0.0,79662.6647,16.0,4.3,250,44511003,0,0.0,208000,"1 - 1,499",29,51091.4,506323.1818
677,61 E Main St,Valley Spa Inc,Passaic,C+,0.0,79662.6647,1.0,5.0,48,44512001,1,0.0,208000,"1 - 1,499",19,51091.4,506323.1818
678,315 Monroe St # A,Vela-Ber MARKET LLC,Passaic,C+,0.0,79662.6647,47.0,4.2,250,44511003,1,0.0,208000,"1,500 - 2,499",29,51091.4,506323.1818
679,48 W Broad St # E,Village Express,Mercer,C+,0.0,74981.04187999999,10.0,4.4,3,44512001,1,0.0,234500,"1,500 - 2,499",2,69383.27273,370297.8364
680,1841 W Landis Ave,Vineland Deli,Cumberland,C+,0.0,76474.83442999999,61.0,4.3,92,44511003,1,0.0,239000,"1,500 - 2,499",8,40115.8,151919.2
681,212 2nd St,Virginia Subs,Union,C+,0.0,147425.4471,13.0,4.5,80,72251117,1,0.0,59500,"1 - 1,499",24,68219.0,562057.7636
682,736 W Side Ave,Vj's Market,Hudson,C+,0.0,97177.64201,6.0,5.0,200,44511003,1,0.0,230500,"1 - 1,499",39,65296.05455,685991.5091
683,4344 Tuckahoe Rd,Walt's Grocery,Gloucester,B+,0.0,290560.5817,84.0,4.6,32,44512001,1,0.0,158571,"1,500 - 2,499",5,54928.127270000005,292277.1455
684,225 Liberty St,Welsh Farms,Monmouth,B,0.0,114372.5103,2.0,4.0,42,44512001,1,0.0,229000,"1 - 1,499",7,79548.29091,621279.6364
685,492 Joline Ave # 9,Welsh Farms Food Stores,Monmouth,C+,0.0,76248.34021000001,3.0,4.7,42,44511003,1,0.0,229000,"2,500 - 4,999",7,79548.29091,621279.6364
686,601 W 4th St,West Fourth Superett,Union,B,0.0,110569.0853,8.0,3.8,92,44511003,1,0.0,240333,"1,500 - 2,499",17,68219.0,562057.7636
687,30 W Kinney St,West Kinney Mini Market LLC,Essex,B,0.0,140182.1575,10.0,4.9,74,44511003,1,0.0,242750,"1 - 1,499",17,67268.47273,799220.5636
688,221 Rock Rd,Wilkes Rock Road Deli,Bergen,B+,0.0,324950.8294,19.0,4.3,13,44511003,1,0.0,252500,"1,500 - 2,499",19,85629.45455,942512.0545
689,451 Union Ave,Willy Mini-Market,Passaic,C+,0.0,79662.6647,15.0,4.5,59,44511003,1,0.0,208000,"1 - 1,499",18,51091.4,506323.1818
690,191 Myrtle Ave,Yerlin Deli Grocery Inc,Essex,C+,0.0,70091.07877000001,67.0,4.3,220,44511003,1,0.0,243000,"1,500 - 2,499",26,67268.47273,799220.5636
691,99 Ridgedale Ave,Cedar Knolls Farmers Market,Morris,C+,0.0,416777.9391,48.0,4.5,9,44523003,1,0.0,178000,"1,500 - 2,499",13,99047.49091000001,495913.1091
692,99 Ridgedale Ave,Cedar Knolls Farmers Market,Morris,C+,0.0,416777.9391,48.0,4.5,9,44523003,1,0.0,178000,"1,500 - 2,499",13,99047.49091000001,495913.1091
693,417 1/2 Kearny Ave,Floritas Deli Grocery,Hudson,U,0.0,48588.82101,2.0,5.0,47,72251117,1,0.0,55000,"1 - 1,499",20,65296.05455,685991.5091
694,315 Pascack Rd,Foodtown Of WA Township,Bergen,C,0.0,108316.9431,666.0,4.2,2,44511003,1,0.0,252500,"1,500 - 2,499",15,85629.45455,942512.0545
695,107 Morristown Rd,Shop-Rite Supermarkets Inc,Somerset,U,0.0,99689.01995,3507.0,4.2,8,44511003,1,0.0,229500,"1 - 1,499",3,104293.2182,333893.1455
696,295 Route 72 E,Shop-Rite Supermarkets Inc,Ocean,U,0.0,80573.46178,952.0,4.1,32,44511003,1,0.0,259000,"1 - 1,499",6,52010.14545,600689.8727
697,1325 US Highway 206,Shop-Rite Supermarkets Inc,Somerset,U,0.0,99689.01995,514.0,4.3,4,44511003,1,0.0,229500,"1 - 1,499",3,104293.2182,333893.1455
698,700 Delsea Dr,Shop-Rite Supermarkets Inc,Gloucester,U,0.0,83017.30907,2014.0,4.3,20,44511003,1,0.0,159000,"1 - 1,499",23,54928.127270000005,292277.1455
699,157 Jefferson Ave,Tropical Supermarket,Union,C+,0.0,73712.72352999999,43.0,3.7,122,44511003,0,0.0,240500,"1,500 - 2,499",25,68219.0,562057.7636
700,171 3rd St # A,3rd St Grocery,Union,C+,0.0,73712.72352999999,8.0,3.4,80,44511003,1,0.0,240500,"1,500 - 2,499",24,68219.0,562057.7636
701,408 Main St,Abuelita Food Market,Monmouth,C+,0.0,114372.5103,8.0,4.6,10,44511003,1,0.0,229000,"1 - 1,499",8,79548.29091,621279.6364
702,63 Van Houten St,Al Amin Grocery,Passaic,C,0.0,39831.33235,5.0,5.0,37,44511003,1,0.0,208000,"1 - 1,499",18,51091.4,506323.1818
703,115 Roseville Ave,Aneuris Meat Market,Essex,B,0.0,105136.6182,2.0,3.0,108,44521006,1,0.0,199333,"1 - 1,499",17,67268.47273,799220.5636
704,562 Elizabeth Ave # A,Archie's Corner,Union,B,0.0,110569.0853,4.0,4.0,80,44512001,1,0.0,240333,"1 - 1,499",24,68219.0,562057.7636
705,6039 Park Ave,Ayala Grocery,Hudson,C+,0.0,97177.64201,3.0,4.3,149,44511003,1,0.0,230500,"1 - 1,499",59,65296.05455,685991.5091
706,118 Clements Bridge Rd,B-Corner Food Mart,Camden,B,0.0,122846.8484,9.0,3.4,5,44512001,1,0.0,221667,"1,500 - 2,499",29,54218.50909,505016.4182
707,510 Prospect St,Bachman's Market,Essex,C+,0.0,70091.07877000001,87.0,4.5,72,44511003,1,0.0,243000,"1,500 - 2,499",18,67268.47273,799220.5636
708,65 E County Line Rd # 75,Biedronka Polish Deli,Ocean,C+,0.0,80573.46178,56.0,4.4,84,44511003,1,0.0,259000,"2,500 - 4,999",10,52010.14545,600689.8727
709,858 Amboy Ave,Big Pantry LLC,Middlesex,C,0.0,163894.6828,46.0,4.3,98,72251117,1,0.0,59750,"1 - 1,499",12,61266.49091,835785.1818
710,125 E Broad St,Brummer's Chocolates,Union,B,0.0,147425.4471,21.0,4.6,22,72251117,0,0.0,59500,"1 - 1,499",26,68219.0,562057.7636
711,225 Pavonia Ave,Cangianos Marketplace,Hudson,C+,0.0,97177.64201,32.0,4.9,73,44511003,1,0.0,230500,"1,500 - 2,499",48,65296.05455,685991.5091
712,159 Hudson St,Cathers Food Mart,Warren,C,0.0,33426.383160000005,11.0,2.6,46,44512001,1,0.0,235000,"1 - 1,499",5,55860.872729999995,105169.1091
713,216 1st St # A,Central Avenue Mini Market,Bergen,C+,0.0,108316.9431,7.0,4.4,79,44512001,1,0.0,252500,"1 - 1,499",23,85629.45455,942512.0545
714,456 Chamberlain Ave,Chamberlain Mini Mart,Passaic,C+,0.0,79662.6647,3.0,5.0,59,44512001,1,0.0,208000,"1 - 1,499",18,51091.4,506323.1818
715,441 Martin Luther King Jr Dr,Champion Meat Market,Hudson,C+,0.0,97177.64201,7.0,4.3,118,44511003,1,0.0,230500,"1 - 1,499",32,65296.05455,685991.5091
716,71 Main St # 2,Chester Convenience Store,Morris,C,0.0,52097.24238,2.0,3.0,14,44512001,1,0.0,265000,"1 - 1,499",4,99047.49091000001,495913.1091
717,301 8th St,Christos Mini Mart & Pizzeria,Hudson,C+,0.0,97177.64201,63.0,3.5,73,72251115,1,0.0,54500,"1 - 1,499",48,65296.05455,685991.5091
718,318 N 7th St,Cidra's Supermarket,Cumberland,B,0.0,229424.5033,701.0,4.4,92,44511003,1,0.0,238667,"1,500 - 2,499",8,40115.8,151919.2
719,318 N 7th St,Cidra's Supermarket,Cumberland,B,0.0,229424.5033,704.0,4.4,92,44511003,1,0.0,238667,"1,500 - 2,499",8,40115.8,151919.2
720,293 Hamilton Ave,Coco Supermarket,Passaic,C,0.0,39831.33235,29.0,4.1,180,44511003,1,0.0,208000,"1,500 - 2,499",20,51091.4,506323.1818
721,97 Mcadoo Ave # 1,Community Grocery Deli,Hudson,C,0.0,48588.82101,19.0,4.5,166,44511003,1,0.0,231000,"1,500 - 2,499",21,65296.05455,685991.5091
722,480 US Highway 46,Corrado's Of Fairfield,Essex,C+,0.0,35045.53939,389.0,4.1,23,44511003,1,0.0,243000,"1,500 - 2,499",7,67268.47273,799220.5636
723,3335 Route 524,Country Farm,Monmouth,C,0.0,38124.1701,3.0,5.0,30,44512001,1,0.0,229000,"1 - 1,499",7,79548.29091,621279.6364
724,383 Newark Pompton Tpke,Deli Planet,Morris,C,0.0,104194.4848,116.0,4.5,10,44512001,1,0.0,264500,"1,500 - 2,499",6,99047.49091000001,495913.1091
725,191 Old Bridge Tpke,East Brunswick News-Food Store,Middlesex,C+,0.0,81947.3414,6.0,4.7,54,44511003,1,0.0,229000,"1,500 - 2,499",8,61266.49091,835785.1818
726,66 Highland Ave,El Encarguito Grocery Inc,Essex,C+,0.0,70091.07877000001,1.0,1.0,158,44511003,0,0.0,243000,"1,500 - 2,499",17,67268.47273,799220.5636
727,218 Ferry St,Emporium 218 Supermarket,Essex,B+,0.0,350455.3939,68.0,4.3,106,44511003,1,0.0,242700,"2,500 - 4,999",19,67268.47273,799220.5636
728,1112 Liberty Ave,Everest Realty Inc,Union,A,0.0,184281.8088,20.0,4.4,39,53121003,0,0.0,136600,"5,000 - 9,999",27,68219.0,562057.7636
729,732 Avenue E,Fiji Convenience & Smoke Shop,Hudson,U,0.0,97177.64201,15.0,4.7,106,44512001,1,0.0,230500,"1 - 1,499",18,65296.05455,685991.5091
730,415 Crosby Ave # A,Francisco Mini Market,Passaic,C+,0.0,79662.6647,6.0,5.0,42,44512001,1,0.0,208000,"1,500 - 2,499",17,51091.4,506323.1818
731,918 Lee Ave,Good Neighbor Mini Supermarket,Middlesex,C+,0.0,81947.3414,26.0,4.7,62,44511003,1,0.0,229000,"1 - 1,499",11,61266.49091,835785.1818
732,217 Mcbride Ave,Grab Itdeli & Smoke,Passaic,C+,0.0,159325.3294,18.0,4.3,180,44511003,0,0.0,207750,"1 - 1,499",20,51091.4,506323.1818
733,106 E Moore St,Hackettstown Health Food,Warren,U,0.0,33426.383160000005,23.0,4.7,37,44619103,1,0.0,125000,"1 - 1,499",4,55860.872729999995,105169.1091
734,2330 Belvidere Rd,Harmony Spirits & Grocery,Warren,B,0.0,66852.76632000001,34.0,5.0,46,44531004,1,0.0,296000,"1 - 1,499",5,55860.872729999995,105169.1091
735,229 George St,Havana Grocery Store,Middlesex,B,0.0,163894.6828,59.0,4.5,93,44511003,1,0.0,229000,"1 - 1,499",20,61266.49091,835785.1818
736,517 Lincoln Pl,Hudson Food Market,Essex,C+,0.0,70091.07877000001,9.0,4.1,92,44511003,1,0.0,243000,"1 - 1,499",16,67268.47273,799220.5636
737,425 8th St,International Mini Market,Hudson,B,0.0,194355.28399999999,12.0,4.6,210,44512001,1,0.0,230500,"1 - 1,499",55,65296.05455,685991.5091
738,1085 Summit Ave # A,Jaritza Supermarket,Hudson,C,0.0,48588.82101,35.0,4.6,110,44511003,1,0.0,231000,"1,500 - 2,499",49,65296.05455,685991.5091
739,217 Talmadge Ave # 1,Judy's Grocery,Somerset,C+,0.0,99689.01995,20.0,3.8,21,44511003,1,0.0,229500,"1 - 1,499",8,104293.2182,333893.1455
740,171 Hobart Ave,Kevins Corner Deli & Grocery,Hudson,C,0.0,48588.82101,5.0,3.6,106,44511003,1,0.0,231000,"1 - 1,499",18,65296.05455,685991.5091
741,24 W Hudson Ave,KNT Food Store,Bergen,C,0.0,54158.47157,5.0,4.4,39,44511003,1,0.0,253000,"1 - 1,499",22,85629.45455,942512.0545
742,136 Hillside Blvd,Kosher West,Ocean,C+,0.0,80573.46178,179.0,4.5,84,44511003,1,0.0,259000,"1,500 - 2,499",10,52010.14545,600689.8727
743,787 Kearny Ave,Krauser's Food Store,Hudson,C+,0.0,97177.64201,4.0,3.0,47,44511003,1,0.0,230500,"1 - 1,499",20,65296.05455,685991.5091
744,500 River St,LA Nueva Mercedes Inc,Passaic,B+,0.0,358481.9912,7.0,5.0,52,44511003,1,0.0,207556,"1,500 - 2,499",19,51091.4,506323.1818
745,1316 Clinton Ave,Lee's International Foodmart,Essex,C+,0.0,70091.07877000001,8.0,5.0,220,44511003,1,0.0,243000,"1 - 1,499",26,67268.47273,799220.5636
746,170 Midland Ave,Midland Dairy,Hudson,B+,0.0,485888.2101,127.0,4.5,47,44512001,1,0.0,230400,"2,500 - 4,999",20,65296.05455,685991.5091
747,98 Mallory Ave,Miguel Trinidad Grocery,Hudson,B+,0.0,242944.105,85.0,4.8,118,44511003,1,0.0,230400,"1,500 - 2,499",32,65296.05455,685991.5091
748,148 Whitehead Ave # 1,Minit Mart Food Store,Middlesex,C+,0.0,40973.6707,3.0,4.7,22,44512001,1,0.0,229000,"2,500 - 4,999",12,61266.49091,835785.1818
749,234 E Fort Lee Rd,Naz Foodmart,Bergen,C+,0.0,108316.9431,3.0,3.7,6,44511003,1,0.0,252500,"1,500 - 2,499",27,85629.45455,942512.0545
750,12 Race St,Olive With A Twist,Hunterdon,C+,0.0,362447.1874,49.0,4.5,6,44529912,0,0.0,116500,"1,500 - 2,499",0,89151.38182000001,123816.5273
751,205 Kates Blvd,One Stop Food Market,Cumberland,C+,0.0,38237.41721,3.0,3.0,35,44512001,1,0.0,239000,"1 - 1,499",4,40115.8,151919.2
752,2200 Mount Ephraim Ave,Pantry 1 Food Mart,Camden,B,0.0,204744.7474,5.0,3.8,29,44512001,1,0.0,221600,"2,500 - 4,999",26,54218.50909,505016.4182
753,7000 Kennedy Blvd E # M-22,Pantry Market,Hudson,C+,0.0,97177.64201,9.0,3.7,149,44512001,1,0.0,230500,"2,500 - 4,999",59,65296.05455,685991.5091
754,100 N State Rt 17,Paramus Quick & Fresh,Bergen,U,0.0,108316.9431,5.0,4.8,35,44512001,1,0.0,252500,"1,500 - 2,499",22,85629.45455,942512.0545
755,348 E 23rd St,Pily Groceries,Passaic,C+,0.0,39831.33235,18.0,4.8,59,44511003,1,0.0,208000,"1 - 1,499",21,51091.4,506323.1818
756,425 E Main St,Poblanita,Burlington,C+,0.0,95492.08902999999,6.0,5.0,10,44511003,1,0.0,236500,"1,500 - 2,499",1,62081.527270000006,445855.6545
757,310 Renner Ave,Quality Minimarket,Essex,C+,0.0,70091.07877000001,6.0,4.2,80,44512001,1,0.0,243000,"1,500 - 2,499",24,67268.47273,799220.5636
758,403 Outwater Ln,Quick Stop,Bergen,B,0.0,216633.8863,7.0,2.0,34,44512001,1,0.0,252500,"1,500 - 2,499",23,85629.45455,942512.0545
759,434 E 31st St,Quinones Grocery,Passaic,C+,0.0,79662.6647,56.0,4.6,21,44511003,1,0.0,208000,"1 - 1,499",23,51091.4,506323.1818
760,58 Leonard Ave,Qwik Stop,Monmouth,B,0.0,114372.5103,8.0,4.4,3,44512001,1,0.0,229000,"1,500 - 2,499",6,79548.29091,621279.6364
761,576 Broadway,Royal Supermarket,Essex,C+,0.0,70091.07877000001,24.0,4.4,158,44511003,1,0.0,243000,"1,500 - 2,499",17,67268.47273,799220.5636
762,497 W Scott Ave,Scott Ave Grocery & Deli,Union,C+,0.0,73712.72352999999,10.0,4.1,50,44512001,1,0.0,240500,"1,500 - 2,499",25,68219.0,562057.7636
763,467 Allwood Rd,Seasons Kosher Supermarket,Passaic,C,0.0,79662.6647,491.0,4.5,12,44511003,1,0.0,208000,"1,500 - 2,499",27,51091.4,506323.1818
764,1504 Paterson Plank Rd,Secaucus News LLC,Hudson,C+,0.0,97177.64201,1.0,1.0,34,44512001,1,0.0,230500,"1,500 - 2,499",43,65296.05455,685991.5091
765,333 South Ave E,Shoprite,Union,B+,0.0,73712.72352999999,244.0,4.5,22,44531004,1,0.0,394000,"1 - 1,499",26,68219.0,562057.7636
766,97 S Bridge St,Somerville Spanish-American,Somerset,C+,0.0,99689.01995,9.0,4.7,30,44511003,1,0.0,229500,"1,500 - 2,499",8,104293.2182,333893.1455
767,253 Main St,Sungate Deli & Dairy,Monmouth,C+,0.0,76248.34021000001,39.0,4.7,4,72251117,1,0.0,57000,"1 - 1,499",11,79548.29091,621279.6364
768,1182 Rahway Ave,Sunny Mart Food Store,Middlesex,C+,0.0,81947.3414,77.0,3.9,26,44512001,1,0.0,229000,"1 - 1,499",21,61266.49091,835785.1818
769,219 Gibbsboro Rd,Super 7 Food Market,Camden,C,0.0,81897.89896,7.0,3.9,54,44511003,1,0.0,221500,"1,500 - 2,499",16,54218.50909,505016.4182
770,359 Pennington Ave # 1,Super Foods Supermarket,Mercer,C+,0.0,112471.5628,385.0,3.9,50,44511003,1,0.0,234667,"2,500 - 4,999",6,69383.27273,370297.8364
771,89 Brookdale Ave,Ultime Supermarket,Essex,B,0.0,140182.1575,23.0,4.4,90,44511003,1,0.0,242750,"1,500 - 2,499",22,67268.47273,799220.5636
772,4522 Park Ave,West Food Grocery,Hudson,B,0.0,145766.46300000002,4.0,4.5,16,44511003,1,0.0,230667,"1,500 - 2,499",56,65296.05455,685991.5091
773,644 N 9th St,William Grocery,Camden,C+,0.0,81897.89896,7.0,4.7,42,44511003,1,0.0,221500,"1,500 - 2,499",28,54218.50909,505016.4182
774,490 Kinderkamack Rd,Yasai Net LLC,Bergen,C,0.0,108316.9431,25.0,4.7,15,44511003,1,0.0,252500,"1 - 1,499",21,85629.45455,942512.0545
775,527 Florida Grove Rd,7-Eleven,Middlesex,B+,0.0,450710.3777,14.0,1.9,98,44512001,1,0.0,228909,"2,500 - 4,999",12,61266.49091,835785.1818
776,228 Drs James Parker Blvd,A1 Liquors,Monmouth,U,3.0,152496.6804,20.0,5.0,47,71329003,1,1.168965517,157250,"1 - 1,499",12,79548.29091,621279.6364
777,1004 Roselle St # 1,A1 Sub & Deli,Union,C+,0.0,73712.72352999999,179.0,3.9,94,44512001,1,0.0,240500,"1 - 1,499",28,68219.0,562057.7636
778,689 Chancellor Ave,Affordable Trading LLC,Essex,U,0.0,70091.07877000001,26.0,4.5,220,44511003,1,0.0,243000,"1 - 1,499",26,67268.47273,799220.5636
779,320 Wabash Ave,Akmarket Grocery,Passaic,U,0.0,79662.6647,23.0,3.8,65,44511003,1,0.0,208000,"1 - 1,499",24,51091.4,506323.1818
780,320 Central Ave # 1,Alex Mini Market,Essex,C+,0.0,70091.07877000001,13.0,4.0,92,44511003,1,0.0,243000,"1,500 - 2,499",16,67268.47273,799220.5636
781,3120 State Route 27,Allen's Automotive,Middlesex,B+,0.0,122921.0121,82.0,4.2,10,33639004,1,0.0,207333,"1,500 - 2,499",8,61266.49091,835785.1818
782,311 Crooks Ave,Almina Halal Supermarket,Passaic,U,0.0,79662.6647,88.0,4.8,65,44511003,1,0.0,208000,"1 - 1,499",24,51091.4,506323.1818
783,186 Speedwell Ave,American Super Market,Morris,C+,0.0,156291.7271,43.0,4.2,45,44511003,1,0.0,264333,"1,500 - 2,499",11,99047.49091000001,495913.1091
784,2 Ridgedale Ave W,Angelo's Deli,Morris,B,0.0,208388.9695,96.0,4.5,22,72232001,1,0.0,63250,"1 - 1,499",10,99047.49091000001,495913.1091
785,101 Portland Ave # C,Apna Bazaar,Bergen,C+,0.0,108316.9431,31.0,2.8,27,44511003,1,0.0,252500,"1,500 - 2,499",20,85629.45455,942512.0545
786,413 Bloomfield Ave,Aris Deli Grocery,Essex,C,0.0,35045.53939,16.0,4.4,108,44511003,1,0.0,243000,"1 - 1,499",17,67268.47273,799220.5636
787,296 White Horse Pike,Atco Mart,Camden,C,0.0,81897.89896,6.0,4.8,9,44512001,1,0.0,221500,"2,500 - 4,999",3,54218.50909,505016.4182
788,2868 Dune Dr,Avalon Supermarket,Cape May,C+,0.0,68418.69385,60.0,4.3,5,44511003,1,0.0,408500,"1,500 - 2,499",3,61476.94545,92193.6
789,2868 Dune Dr,Avalon Supermarket,Cape May,C+,0.0,68418.69385,60.0,4.3,5,44511003,1,0.0,408500,"1,500 - 2,499",3,61476.94545,92193.6
790,96 Baker St,Baker Street Market,Essex,U,0.0,70091.07877000001,4.0,5.0,26,44511003,1,0.0,243000,"1 - 1,499",23,67268.47273,799220.5636
791,722 Main St,Bamboo Leaf,Monmouth,B,0.0,228745.0206,321.0,4.5,10,44511003,1,0.0,56833,"1,500 - 2,499",8,79548.29091,621279.6364
