,Address,Company Name,County,Credit Score Alpha,Employee_Change,Estimated Labor Cost,Google_Reviews,Google_Scores,Grocery_within_Zip,NAICS,target,Sales_Change,Sales_per_employee,Square Footage,Supermarket_within_5_miles,county_personal_income,county_population
159,331 Tilton Rd # 26,Honeytree,Atlantic,B,0.0,186068.715,27.0,4.6,10,44619103,1,0.0,104800,"5,000 - 9,999",10,48563.56364,266207.8
160,60 Congress St,I Castillo Grocery Corp,Hudson,C,0.0,97177.64201,17.0,4.5,110,44511003,1,0.0,230500,"1 - 1,499",49,65296.05455,685991.5091
161,744 Anderson Ave,Ilayda Market Place,Bergen,C,0.0,270792.3579,157.0,4.4,30,44511003,1,0.0,63200,"1 - 1,499",56,85629.45455,942512.0545
162,583 Avenue C,Inserra Inc,Hudson,C,0.0,97177.64201,20.0,4.4,106,44511003,0,0.0,230500,"1,500 - 2,499",18,65296.05455,685991.5091
163,676 Franklin Blvd,Island Breeze,Somerset,B,0.0,249222.5499,177.0,4.0,81,72251117,1,0.0,61600,"1,500 - 2,499",10,104293.2182,333893.1455
164,1901 River Ave,J E Mini Market Corp,Camden,C,0.0,81897.89896,1.0,5.0,69,44512001,1,0.0,221500,"1 - 1,499",29,54218.50909,505016.4182
165,155 Gatzmer Ave,Jamesburg Deli & Grocery,Middlesex,B,0.0,122921.0121,14.0,3.9,36,44511003,1,0.0,229000,"1,500 - 2,499",2,61266.49091,835785.1818
166,1901 River Ave,J E Mini Market Corp,Camden,C,0.0,81897.89896,1.0,5.0,69,44512001,1,0.0,221500,"1 - 1,499",29,54218.50909,505016.4182
167,3 N Burlington Rd,Jarochos Food Mart,Cumberland,C+,0.0,76474.83442999999,1.0,5.0,71,44511003,1,0.0,239000,"1,500 - 2,499",2,40115.8,151919.2
168,764 Chancellor Ave,Jason Liquors,Essex,B,0.0,70091.07877000001,6.0,4.2,220,44531004,1,0.0,322000,"1 - 1,499",26,67268.47273,799220.5636
169,421 S Delsea Dr,Jenny's Supermarket,Cumberland,C+,0.0,114712.2516,4.0,5.0,92,44512001,1,0.0,238667,"1 - 1,499",8,40115.8,151919.2
170,1820 Lanes Mill Rd # A,Jersey Farms,Ocean,B+,0.0,644587.6943,67.0,4.1,30,44511003,1,0.0,258563,"10,000 - 19,999",9,52010.14545,600689.8727
171,2540 Hooper Ave,Jersey Farms,Ocean,B+,0.0,402867.3089,35.0,4.7,49,44511003,1,0.0,258600,"5,000 - 9,999",6,52010.14545,600689.8727
172,642 Newman Springs Rd # J,Jersey Pride Convenience Store,Monmouth,C+,0.0,76248.34021000001,6.0,5.0,7,44512001,1,0.0,229000,"1,500 - 2,499",9,79548.29091,621279.6364
173,48 Decker Rd,Josal Ingredients,Morris,C+,0.0,156291.7271,2.0,5.0,15,44511003,1,0.0,264333,"1,500 - 2,499",3,99047.49091000001,495913.1091
174,249 W Jersey St,Joseph Centanni,Union,B+,0.0,147425.4471,2.0,2.0,67,54111002,0,0.0,201250,"1,500 - 2,499",28,68219.0,562057.7636
175,915 W Front St,Jr Supermarket,Union,C+,0.0,73712.72352999999,4.0,4.8,17,44511003,1,0.0,240500,"1,500 - 2,499",16,68219.0,562057.7636
176,193 Monroe St,JSK Food Market Corp,Passaic,C+,0.0,79662.6647,59.0,4.3,250,44511003,1,0.0,208000,"1,500 - 2,499",29,51091.4,506323.1818
177,1421 Stuyvesant Ave # D,Kabayan Filipino Oriental Str,Union,C+,0.0,73712.72352999999,80.0,4.6,71,44511003,1,0.0,240500,"1,500 - 2,499",29,68219.0,562057.7636
178,200 State Route 10 # 10,Kam Man Foods Inc,Morris,B+,0.0,2083889.695,518.0,4.2,22,44529903,1,0.0,110250,"40,000 - 99,999",10,99047.49091000001,495913.1091
179,265 Pompton Ave,Kings Super Markets,Essex,C+,0.0,70091.07877000001,277.0,4.2,10,44511003,1,0.0,243000,"2,500 - 4,999",16,67268.47273,799220.5636
180,1 Tidland Rd,Klae Construction Inc,Passaic,B+,0.0,716963.9823,4.0,3.8,7,23611512,1,0.0,357500,"2,500 - 4,999",1,51091.4,506323.1818
181,535 E 2nd Ave # 1,Krishna General Store,Union,U,0.0,73712.72352999999,4.0,3.8,43,71329003,1,0.0,65000,"1 - 1,499",32,68219.0,562057.7636
182,116 Shrewsbury Ave,LA China Poblana,Monmouth,C+,0.0,114372.5103,17.0,3.7,47,44511003,1,0.0,229000,"1,500 - 2,499",12,79548.29091,621279.6364
183,123 E Commerce St,LA Mixtequita,Cumberland,B,0.0,114712.2516,55.0,4.4,71,45392002,1,0.0,131667,"1 - 1,499",2,40115.8,151919.2
184,541 Monroe Ave,LA Placita Grocery Store,Union,C+,0.0,36856.36176,32.0,4.4,122,44511003,1,0.0,241000,"1 - 1,499",25,68219.0,562057.7636
185,418 Black Horse Pike,Larry's Cold Cuts,Camden,C+,0.0,81897.89896,145.0,4.7,4,44511003,1,0.0,221500,"1 - 1,499",23,54218.50909,505016.4182
186,3591 Route 35 N,Lasolas Market,Ocean,A,0.0,1208601.9270000001,171.0,4.2,6,44511003,1,0.0,52800,"10,000 - 19,999",4,52010.14545,600689.8727
187,83 Main St,Lebanon Boro General Store Inc,Hunterdon,C+,0.0,90611.79685,102.0,4.7,7,44512001,1,0.0,225000,"1 - 1,499",1,89151.38182000001,123816.5273
188,162 Monmouth St,Linares Grocery LLC,Monmouth,C+,0.0,114372.5103,88.0,4.2,47,44511003,1,0.0,229000,"1 - 1,499",12,79548.29091,621279.6364
189,343 Avon Ave,Los Tocayos Mini Market,Essex,C+,0.0,70091.07877000001,1.0,5.0,95,44512001,0,0.0,243000,"1,500 - 2,499",20,67268.47273,799220.5636
190,4004 Bergenline Ave,Made In Ecuador LLC,Hudson,C,0.0,48588.82101,74.0,4.6,210,44511003,1,0.0,231000,"1 - 1,499",55,65296.05455,685991.5091
191,606 Shiloh Pike,Main Line Deli,Cumberland,C,0.0,38237.41721,20.0,4.7,71,44511003,1,0.0,239000,"1,500 - 2,499",2,40115.8,151919.2
192,1 Market St # 1a,Market Gourmet,Camden,U,0.0,81897.89896,22.0,4.6,42,42449005,1,0.0,1298000,"5,000 - 9,999",28,54218.50909,505016.4182
193,800 Canistear Rd,Market Place,Sussex,B+,0.0,364122.1957,118.0,4.4,1,44511003,1,0.0,248364,"2,500 - 4,999",1,61649.29091,139335.0
194,475 Penn St,Marmolejos Deli & Grocery,Middlesex,C+,0.0,81947.3414,34.0,4.3,98,44511003,1,0.0,229000,"1,500 - 2,499",12,61266.49091,835785.1818
195,107 Lodi St,Martino's Grocery,Bergen,C+,0.0,108316.9431,61.0,4.8,79,44511003,1,0.0,252500,"1 - 1,499",23,85629.45455,942512.0545
196,100 Mckinley Ave # 4,Mc Kinley Convenience LLC,Ocean,C,0.0,40286.73089,5.0,5.0,32,44512001,1,0.0,259000,"1,500 - 2,499",6,52010.14545,600689.8727
197,3900 Landis Ave,Mcgowan's Food Mkt Deli & Grll,Cape May,C+,0.0,68418.69385,64.0,4.6,7,44511003,1,0.0,408500,"1 - 1,499",4,61476.94545,92193.6
198,3012 Union Ave,Meadowbrook Food Ctr,Camden,B+,0.0,573285.2927,270.0,4.7,30,44511003,1,0.0,221500,"2,500 - 4,999",28,54218.50909,505016.4182
199,490 Main St,Mediterranean Gourmet,Bergen,C+,0.0,54158.47157,52.0,4.9,44,44511003,1,0.0,253000,"1,500 - 2,499",40,85629.45455,942512.0545
200,2 Thoreau Dr,Metro Foods Market,Monmouth,C+,0.0,76248.34021000001,4.0,5.0,86,44512001,1,0.0,229000,"1,500 - 2,499",10,79548.29091,621279.6364
201,4308 New York Ave,Mi Pequeno Rincon De Mexico,Hudson,C,0.0,48588.82101,20.0,4.4,210,72251117,0,0.0,55000,"1 - 1,499",55,65296.05455,685991.5091
202,1681 Princeton Ave,Mid East Market,Mercer,B,0.0,112471.5628,11.0,4.7,38,44511003,1,0.0,234667,"1,500 - 2,499",10,69383.27273,370297.8364
203,34 Ridgedale Ave # B,Mini Mart,Morris,C+,0.0,104194.4848,1.0,5.0,22,44512001,1,0.0,264500,"1,500 - 2,499",10,99047.49091000001,495913.1091
204,786 Bloomfield Ave,Mini Mart Food Store,Passaic,C+,0.0,79662.6647,12.0,4.8,12,44512001,1,0.0,208000,"1,500 - 2,499",27,51091.4,506323.1818
205,440 Chandler Rd # 1,Minit Stop Food Store,Ocean,B,0.0,161146.9236,196.0,4.6,51,44512001,1,0.0,323250,"2,500 - 4,999",6,52010.14545,600689.8727
206,2029 State Route 35 # 4,Mossuto's Market,Monmouth,B+,0.0,457490.0412,209.0,4.4,35,44511003,1,0.0,229000,"2,500 - 4,999",12,79548.29091,621279.6364
207,81 Cassville Rd,Mr Ts Jackson Deli,Ocean,C+,0.0,80573.46178,13.0,4.5,51,44512001,1,0.0,259000,"1,500 - 2,499",6,52010.14545,600689.8727
208,466 N Pearl St,Nachos Mini Market,Cumberland,C,0.0,38237.41721,29.0,4.1,71,44512001,1,0.0,239000,"1,500 - 2,499",2,40115.8,151919.2
209,2407 State Route 71 # 3,Nature's Corner Natrl Mkt Str,Monmouth,B+,0.0,1143725.103,40.0,4.7,5,44619103,1,0.0,122400,"20,000 - 39,999",9,79548.29091,621279.6364
210,120 E 2nd Ave,Nealtican Grocery,Union,C+,0.0,73712.72352999999,8.0,4.9,43,44511003,1,0.0,240500,"1,500 - 2,499",32,68219.0,562057.7636
211,8014 Long Beach Blvd,Neptune Market,Ocean,C+,0.0,120860.1927,166.0,4.7,20,44511003,1,0.0,258667,"1 - 1,499",1,52010.14545,600689.8727
212,15 W Main St,New City Food Market,Monmouth,B,0.0,190620.8505,69.0,4.1,86,44511003,1,0.0,229000,"2,500 - 4,999",10,79548.29091,621279.6364
213,231 Wanaque Ave,Noypai Phillipino Asian Store,Passaic,C,0.0,39831.33235,29.0,4.5,9,44511003,1,0.0,208000,"1 - 1,499",9,51091.4,506323.1818
214,Ginsberg Trailer Park 350 #105,Nutrition Zone LLC,Morris,U,0.0,104194.4848,18.0,4.6,15,62139925,1,0.0,69000,"1 - 1,499",9,99047.49091000001,495913.1091
215,3351 Tremley Point Rd,Ny Poultry Co,Union,B+,0.0,552845.4265,2.0,3.0,94,44511003,1,0.0,240067,"2,500 - 4,999",28,68219.0,562057.7636
216,653 Hamilton St,Nyamekye African Market,Somerset,C,0.0,99689.01995,29.0,4.3,81,44511003,1,0.0,229500,"1,500 - 2,499",10,104293.2182,333893.1455
217,216 Ocean Gate Ave,Ocean Gate Market,Ocean,C+,0.0,80573.46178,106.0,4.3,1,44512001,1,0.0,259000,"1,500 - 2,499",6,52010.14545,600689.8727
218,170 Route 37 E,One Stop Quick Lube,Ocean,B+,0.0,201433.6545,126.0,4.8,79,81111104,1,0.0,186400,"1 - 1,499",8,52010.14545,600689.8727
219,475 N Franklin Tpke,Organico,Bergen,B,0.0,487426.2442,29.0,4.4,25,44619103,0,0.0,119444,"1,500 - 2,499",10,85629.45455,942512.0545
220,29 Dodd St # A,Original Tropical,Essex,B,0.0,105136.6182,31.0,4.2,78,44511003,1,0.0,242667,"1 - 1,499",25,67268.47273,799220.5636
221,230 Mountain Ave # 1,Panda Food Mart,Middlesex,C+,0.0,81947.3414,28.0,4.3,22,44511003,1,0.0,229000,"1,500 - 2,499",14,61266.49091,835785.1818
222,2085 Route 88,Pantry Farm Food Store,Ocean,C,0.0,40286.73089,13.0,4.4,30,44511003,1,0.0,259000,"1 - 1,499",9,52010.14545,600689.8727
223,343 Somerset St,Paramount Foods LLC,Morris,C+,0.0,156291.7271,1.0,1.0,14,44511003,1,0.0,264333,"1,500 - 2,499",10,99047.49091000001,495913.1091
224,548 Paramus Rd,Paramus Food Ctr,Bergen,C+,0.0,108316.9431,15.0,4.0,35,44511003,1,0.0,252500,"1 - 1,499",22,85629.45455,942512.0545
225,180 Park Ave # A,Park Ave Mini Mart,Passaic,C+,0.0,79662.6647,4.0,4.8,180,44512001,1,0.0,208000,"1 - 1,499",20,51091.4,506323.1818
226,346 Union Hill Rd,Pastosa Ravioli,Monmouth,B+,0.0,762483.4021,152.0,4.8,45,44511003,1,0.0,229000,"10,000 - 19,999",11,79548.29091,621279.6364
227,128 Durham Ave,Patidar Cash Carry,Middlesex,B,0.0,245842.0242,436.0,3.9,49,44511003,1,0.0,229000,"1,500 - 2,499",24,61266.49091,835785.1818
228,761 Route 33 W,Patidar Supermarket,Mercer,B,0.0,299924.1675,677.0,4.3,30,44511003,1,0.0,234500,"2,500 - 4,999",4,69383.27273,370297.8364
229,383 Newark Pompton Tunrkpike,Pequannock Deli,Morris,C,0.0,312583.4543,116.0,4.5,10,72251117,1,0.0,63167,"1,500 - 2,499",6,99047.49091000001,495913.1091
230,402 Rising Sun Rd,Petro Bordentown,Burlington,C,0.0,143238.1335,1783.0,3.8,32,44719005,1,0.0,961333,"1,500 - 2,499",8,62081.527270000006,445855.6545
231,449 Herbertsville Rd,Prime Food Market,Ocean,B,0.0,201433.6545,266.0,4.5,30,44522004,1,0.0,178400,"1,500 - 2,499",9,52010.14545,600689.8727
232,2 Brooks Blvd,Quick Check Food Store,Somerset,C+,0.0,99689.01995,18.0,2.9,17,44511003,1,0.0,229500,"1 - 1,499",9,104293.2182,333893.1455
233,648 W Grand Ave,Quick Food Mart,Union,B,0.0,147425.4471,20.0,4.4,50,44511003,0,-0.134,240250,"1 - 1,499",25,68219.0,562057.7636
234,172 S Livingston Ave,Quick Mart Food Stores,Essex,B,0.0,140182.1575,6.0,4.2,24,44511003,1,0.0,242750,"1 - 1,499",12,67268.47273,799220.5636
235,100 Ryders Ln,Quick Mart Pharmacy,Middlesex,B,0.0,327789.3656,11.0,4.3,13,44611009,1,0.0,332750,"5,000 - 9,999",13,61266.49091,835785.1818
236,1665 Stelton Rd # A,Quick Stop Food Stores,Middlesex,C+,0.0,81947.3414,23.0,4.1,41,44512001,1,0.0,229000,"2,500 - 4,999",17,61266.49091,835785.1818
237,83 Godwin Ave,Quick Stop Wine & Liquor,Bergen,C+,0.0,108316.9431,54.0,4.7,14,44531001,1,0.0,378500,"1,500 - 2,499",14,85629.45455,942512.0545
238,2619 Woodbridge Ave,Quicks Convenience Food Store,Middlesex,C+,0.0,81947.3414,9.0,4.1,82,44512001,1,0.0,229000,"1 - 1,499",22,61266.49091,835785.1818
239,2625 Woodbridge Ave,Quicks Convenience Food Store,Middlesex,B,0.0,245842.0242,9.0,4.1,82,44512001,1,0.0,229000,"1,500 - 2,499",22,61266.49091,835785.1818
240,606 Midland Ave,Qwik Stop,Bergen,C+,0.0,108316.9431,20.0,4.4,34,44512001,0,0.0,252500,"1 - 1,499",23,85629.45455,942512.0545
241,20 Pulaski St,Rainforest Dist,Hudson,C,0.0,97177.64201,23.0,3.6,106,44511003,1,0.0,230500,"1,500 - 2,499",18,65296.05455,685991.5091
242,30 N Washington Ave,Ramz Oriental Store,Bergen,C+,0.0,162475.4147,16.0,4.7,27,45231906,1,0.0,188000,"1 - 1,499",20,85629.45455,942512.0545
243,11 Crescent Ave,Randy's Auto Repair Inc,Bergen,B,0.0,216633.8863,16.0,4.8,11,44719005,1,0.0,1297750,"1 - 1,499",16,85629.45455,942512.0545
244,202 Clinton Ave,Ravi West Indian Grocery,Union,C+,0.0,73712.72352999999,47.0,4.2,17,44511003,1,0.0,240500,"1,500 - 2,499",16,68219.0,562057.7636
245,130 S Cook Ave,Raymond Deli Grocery,Mercer,C+,0.0,74981.04187999999,32.0,4.0,39,44511003,1,0.0,234500,"1 - 1,499",8,69383.27273,370297.8364
246,1801 Route 70,Red Top Farm Market,Burlington,C+,0.0,95492.08902999999,191.0,4.6,12,44511003,1,0.0,236500,"1 - 1,499",0,62081.527270000006,445855.6545
247,15 Jordan Ave,Rinconcito Copaneco,Hudson,C+,0.0,97177.64201,254.0,4.5,200,44511003,1,0.0,230500,"1,500 - 2,499",39,65296.05455,685991.5091
248,1080 Old York Rd,Ringoes Country Deli,Hunterdon,C,0.0,90611.79685,44.0,3.7,11,72251117,1,0.0,58000,"1 - 1,499",3,89151.38182000001,123816.5273
249,1801 Route 70,Red Top Farm Market,Burlington,C+,0.0,95492.08902999999,191.0,4.6,12,44511003,1,0.0,236500,"1 - 1,499",0,62081.527270000006,445855.6545
250,490 Avon Ave,Rosario Deli Grocery,Essex,B,0.0,105136.6182,2.0,5.0,95,44511003,1,0.0,242667,"1,500 - 2,499",20,67268.47273,799220.5636
251,178 E 33rd St,Rosario's Convenience Store,Passaic,C+,0.0,79662.6647,2.0,3.0,21,44512001,1,0.0,208000,"1 - 1,499",23,51091.4,506323.1818
252,159 Sanford St,Sanford Mini Market,Essex,B+,0.0,175227.6969,10.0,4.8,92,44512001,1,0.0,242800,"1,500 - 2,499",15,67268.47273,799220.5636
253,136 Main St,Santamaria Grocery Co,Monmouth,C+,0.0,114372.5103,13.0,4.6,46,44511003,1,0.0,229000,"1 - 1,499",12,79548.29091,621279.6364
254,679 Haddon Ave # 1,Sara's Produce,Camden,C,0.0,40948.94948,31.0,4.8,17,44511003,1,0.0,222000,"1 - 1,499",21,54218.50909,505016.4182
255,123 Ferry St,Seabra Foods,Essex,C+,0.0,70091.07877000001,8.0,4.0,106,44511003,1,0.0,243000,"1,500 - 2,499",19,67268.47273,799220.5636
256,40 Meadowlands Pkwy,Secaucas Food Mart,Hudson,A,0.0,485888.2101,403.0,3.9,34,44531004,1,0.44782608700000004,333100,"1 - 1,499",43,65296.05455,685991.5091
257,61 N Beverwyck Rd,Shahi Food,Morris,B,0.0,156291.7271,88.0,3.8,12,44511003,1,0.0,264333,"1,500 - 2,499",8,99047.49091000001,495913.1091
258,127 Ark Rd # 24,Shop Rite,Burlington,B,0.0,143238.1335,1114.0,4.1,41,44511003,1,0.0,1826667,"1,500 - 2,499",15,62081.527270000006,445855.6545
259,155 Roseland Ave # 2,SHOPPERS,Essex,B,0.0,105136.6182,5.0,4.6,18,44511003,1,0.0,242667,"2,500 - 4,999",11,67268.47273,799220.5636
260,1200 S Church St,Skyler's Hoagie,Burlington,C+,0.0,238730.2226,112.0,4.7,41,72251117,1,0.0,53600,"5,000 - 9,999",15,62081.527270000006,445855.6545
261,248 Espanong Rd,Speedy Mart,Morris,C+,0.0,52097.24238,1.0,3.0,6,44512001,1,0.0,265000,"1,500 - 2,499",4,99047.49091000001,495913.1091
262,17 Old York Rd,Speedy Mart Welsh Farms,Somerset,C,0.0,49844.50997,8.0,3.4,31,44512001,1,0.0,230000,"1 - 1,499",9,104293.2182,333893.1455
263,695 Chambers St,St Francis Deli & Grocery,Mercer,C+,0.0,112471.5628,10.0,4.2,78,44511003,1,0.0,234667,"1,500 - 2,499",8,69383.27273,370297.8364
264,4110 Quakerbridge Rd,Star Big Bazaar,Mercer,B,0.0,149962.0838,683.0,4.1,38,44511003,1,0.0,234500,"1,500 - 2,499",10,69383.27273,370297.8364
265,995 Bergen St,Stop One,Essex,C+,0.0,70091.07877000001,2.0,4.5,80,44511003,1,0.0,243000,"1 - 1,499",24,67268.47273,799220.5636
266,2714 Summit Ave # 1,Summit Grocery,Hudson,C+,0.0,97177.64201,9.0,4.4,210,44511003,1,0.0,230500,"1 - 1,499",55,65296.05455,685991.5091
267,427 Prospect St,Sun Gate Mini Mart,Monmouth,C+,0.0,76248.34021000001,9.0,3.3,42,44512001,1,0.0,229000,"1 - 1,499",7,79548.29091,621279.6364
268,195 Main St,Sunrise Dairy & Deli,Warren,C+,0.0,66852.76632000001,11.0,3.7,37,44512001,1,0.0,234500,"1 - 1,499",4,55860.872729999995,105169.1091
269,2325 Spruce St,Super 7 Deli,Mercer,B,0.25,187452.6047,31.0,4.3,43,72251117,1,0.253112033,60400,"1,500 - 2,499",6,69383.27273,370297.8364
270,53 S Jefferson St,Super Supermarket,Essex,B+,0.0,350455.3939,523.0,3.9,92,44511003,1,0.0,242700,"2,500 - 4,999",16,67268.47273,799220.5636
271,2746 Hooper Ave,Sweet Green Food Market,Ocean,C+,0.0,80573.46178,79.0,4.6,49,44511003,1,0.0,259000,"1,500 - 2,499",6,52010.14545,600689.8727
272,9 Frank E Rodgers Blvd N # A,Tony's Deli,Hudson,C+,0.0,97177.64201,51.0,4.8,30,44512001,1,0.0,461000,"1 - 1,499",16,65296.05455,685991.5091
273,1016 Sherman Ave,Twin City Supermarket,Union,B+,0.0,442276.3412,1664.0,4.2,47,44511003,1,0.0,240083,"5,000 - 9,999",25,68219.0,562057.7636
274,777 Passaic Ave # 230,Twinings North America Inc,Passaic,B+,0.0,796626.647,10.0,3.6,12,54161303,1,0.0,139600,100000,27,51091.4,506323.1818
275,285 Grove St,Uja Inc,Hudson,U,0.0,97177.64201,1.0,5.0,73,44511003,1,0.0,230500,"1 - 1,499",48,65296.05455,685991.5091
276,4404 Bergenline Ave,Union City Cosmetic,Hudson,C+,0.0,97177.64201,9.0,4.1,210,44512001,1,0.0,230500,"1 - 1,499",55,65296.05455,685991.5091
277,405 Watchung Ave,Valdez Supermarket,Union,C+,0.0,73712.72352999999,50.0,4.6,92,44511003,1,0.0,240500,"1 - 1,499",17,68219.0,562057.7636
278,349 Rosa Parks Blvd,Vega Grocery,Passaic,B,0.0,119493.9971,22.0,4.3,180,44511003,1,0.0,207667,"1,500 - 2,499",20,51091.4,506323.1818
279,3005 Atlantic Ave,Villita Farm Market,Atlantic,C+,0.0,111641.229,51.0,3.8,159,44523001,1,0.0,154000,"1 - 1,499",3,48563.56364,266207.8
280,3338 US Highway 9,Vingelinas,Monmouth,B,0.0,381241.701,9.0,4.4,86,44511003,1,0.0,229000,"20,000 - 39,999",10,79548.29091,621279.6364
281,208 Watchung Ave,Washington Mini-Mart,Essex,C+,0.0,70091.07877000001,1.0,5.0,52,44512001,1,0.0,243000,"1 - 1,499",11,67268.47273,799220.5636
282,303 3rd St,WCRS Quick Mark & Subs,Union,C,0.0,73712.72352999999,14.0,4.6,80,44511003,1,0.0,240500,"1 - 1,499",24,68219.0,562057.7636
283,166 Wilson Ave # 3,Wilson Mini Mart,Essex,C,0.0,70091.07877000001,8.0,3.8,106,44512001,1,0.0,243000,"1 - 1,499",19,67268.47273,799220.5636
284,16 Laird St,WINZ Market,Monmouth,U,0.0,114372.5103,11.0,5.0,42,44511003,1,0.0,229000,"1 - 1,499",7,79548.29091,621279.6364
285,480 Boonton Tpke # 1,Wolfson J Super Market,Morris,A,0.0,1041944.848,169.0,4.5,6,44512001,1,0.0,264150,"10,000 - 19,999",4,99047.49091000001,495913.1091
286,250 Woodbridge Ctr # 1155,Woodbridge News Inc,Middlesex,C+,0.0,81947.3414,9.0,4.4,39,44512001,1,0.0,229000,"5,000 - 9,999",16,61266.49091,835785.1818
287,107 Egg Harbor Rd,Xpress Mart,Gloucester,C,0.0,83017.30907,62.0,4.1,36,44512001,1,0.0,159000,"1,500 - 2,499",9,54928.127270000005,292277.1455
288,1263 Broad St,Yogi Grocer Inc,Essex,B,0.0,140182.1575,3.0,2.7,78,44511003,0,0.0,242750,"1 - 1,499",25,67268.47273,799220.5636
289,686 Grand Ave,686 Grand Corp,Bergen,C+,0.0,108316.9431,34.0,4.2,19,44511003,1,0.0,252500,"2,500 - 4,999",48,85629.45455,942512.0545
290,319 W Hanover St,JYO Deli Market Corp,Mercer,C+,0.0,74981.04187999999,5.0,4.0,50,44511003,0,0.0,234500,"1 - 1,499",6,69383.27273,370297.8364
291,786 Summer Ave # A,Melo Deli Grocery,Essex,C+,0.0,70091.07877000001,80.0,4.2,158,44511003,1,0.0,243000,"1,500 - 2,499",17,67268.47273,799220.5636
292,514 Ferry St,Met Foodmarkets,Essex,B+,0.0,420546.4726,103.0,3.9,106,44511003,1,0.0,242667,"2,500 - 4,999",19,67268.47273,799220.5636
293,6818 Bergenline Ave,Met Pinacle Super Market,Hudson,A,0.0,971776.4201,170.0,3.9,149,44511003,1,0.0,230400,"10,000 - 19,999",59,65296.05455,685991.5091
294,152 S Main St,Milltown Convenience,Middlesex,B,0.0,163894.6828,7.0,3.3,13,44512001,1,0.0,229000,"1 - 1,499",13,61266.49091,835785.1818
295,3 Netcong Rd # 1,Minute Mart,Morris,C,0.0,52097.24238,7.0,4.6,26,44512001,1,0.0,265000,"1 - 1,499",7,99047.49091000001,495913.1091
296,320 W Branch Ave,Northern Kingdom LLC,Camden,C+,0.0,40948.94948,88.0,3.2,54,44521006,1,0.0,168000,"1,500 - 2,499",16,54218.50909,505016.4182
297,300 Parkville Station Rd,One Stop Shop,Gloucester,C+,0.0,83017.30907,1.0,1.0,6,44512001,1,0.0,159000,"1 - 1,499",9,54928.127270000005,292277.1455
298,103 NE Atlantic Ave,One Stop Shoppe,Camden,C+,0.0,40948.94948,4.0,3.0,9,44512001,1,0.0,222000,"1,500 - 2,499",25,54218.50909,505016.4182
299,4 Route 47 S,Pantry 1 Food Market,Cape May,B,0.0,136837.3877,27.0,4.6,18,44719005,1,0.0,550250,"1 - 1,499",2,61476.94545,92193.6
300,471 Summer St,Paulino Grocery,Passaic,B,0.0,119493.9971,4.0,4.0,180,44511003,1,0.0,207667,"1 - 1,499",20,51091.4,506323.1818
301,102 Berlin Rd N,Quick Food Store,Camden,C+,0.0,81897.89896,7.0,4.6,54,44512001,1,0.0,221500,"1,500 - 2,499",16,54218.50909,505016.4182
302,1353 Ringwood Ave # D,Quick Stop,Passaic,C,0.0,39831.33235,6.0,3.7,9,44512001,1,0.0,208000,"1,500 - 2,499",7,51091.4,506323.1818
303,915 Port Reading Ave,Race Star Inc,Middlesex,C+,0.0,81947.3414,26.0,4.4,7,44512001,1,0.0,229000,"1 - 1,499",19,61266.49091,835785.1818
304,104 W Main St,Rockys Rod Shop,Hunterdon,C,0.0,45305.89842,7.0,5.0,4,44719005,1,0.0,1010000,"1 - 1,499",1,89151.38182000001,123816.5273
305,556 S 6th St,Rosemary Supermarket,Camden,C+,0.0,81897.89896,21.0,4.7,45,44511003,1,0.0,221500,"1 - 1,499",31,54218.50909,505016.4182
306,100 Norwood Ave,Sarah's Tent Inc,Monmouth,C+,0.0,114372.5103,60.0,4.9,4,44529912,1,0.0,122667,"1 - 1,499",7,79548.29091,621279.6364
307,253 Broadway,Small Apple V Grocery,Essex,C+,0.0,70091.07877000001,27.0,4.0,158,44511003,1,0.0,243000,"1,500 - 2,499",17,67268.47273,799220.5636
308,176 Pulaski Ave,Stop-N-Go,Middlesex,B,0.0,122921.0121,11.0,4.2,14,44511003,1,0.0,229000,"1 - 1,499",12,61266.49091,835785.1818
309,671 Kennedy Blvd,Sunrise Convenience Store,Hudson,C+,0.0,97177.64201,4.0,4.8,106,44512001,1,0.0,230500,"1 - 1,499",18,65296.05455,685991.5091
310,306 21st Ave,21st Avenue Deli Grocery,Passaic,C,0.0,79662.6647,3.0,5.0,180,72251117,1,0.0,55000,"1,500 - 2,499",20,51091.4,506323.1818
311,301 Preakness Ave,Al Madins Supermarket LLC,Passaic,C,0.0,79662.6647,17.0,4.9,42,44511003,1,0.0,208000,"1,500 - 2,499",17,51091.4,506323.1818
312,525 Elizabeth Ave,Alexca Grocery Deli Inc,Essex,C+,0.0,70091.07877000001,7.0,3.9,80,44511003,1,0.0,243000,"1,500 - 2,499",24,67268.47273,799220.5636
313,86 Main St,Allamuchy General Store,Warren,C+,0.0,66852.76632000001,231.0,4.6,2,44512001,1,0.0,234500,"1 - 1,499",1,55860.872729999995,105169.1091
314,760 W Side Ave # A,Ando Jersey City West Indian,Hudson,C+,0.0,97177.64201,45.0,4.4,200,44511003,1,0.0,230500,"1 - 1,499",39,65296.05455,685991.5091
315,1177 Princess Ave # 1,Arias Mini Market,Camden,C+,0.0,81897.89896,9.0,4.0,45,44512001,1,0.0,221500,"1 - 1,499",31,54218.50909,505016.4182
